Sample Name,Noise Type,Noise Intensity,Compressor,Result,Distance
chihiro,brown,0.1,LZO,getitstarted,0.894076
chihiro,brown,0.1,SNAPPY,eyesclosed,0.87077
chihiro,brown,0.25,GZIP,chihiro,0.998376
chihiro,brown,0.25,BZIP2,chihiro,0.989013
chihiro,brown,0.25,LZMA,on1tonight,0.977286
chihiro,brown,0.25,ZSTD,chihiro,0.99784
chihiro,brown,0.25,LZ4,chihiro,0.99453
chihiro,brown,0.25,LZO,getitstarted,0.894076
chihiro,brown,0.25,SNAPPY,eyesclosed,0.87077
chihiro,brown,0.2,GZIP,chihiro,0.998376
chihiro,brown,0.2,BZIP2,chihiro,0.989013
chihiro,brown,0.2,LZMA,on1tonight,0.977286
chihiro,brown,0.2,ZSTD,chihiro,0.99784
chihiro,brown,0.2,LZ4,chihiro,0.99453
chihiro,brown,0.2,LZO,getitstarted,0.894076
chihiro,brown,0.2,SNAPPY,eyesclosed,0.87077
chihiro,pink,0.05,GZIP,chihiro,0.998376
chihiro,pink,0.05,BZIP2,chihiro,0.989013
chihiro,pink,0.05,LZMA,on1tonight,0.977286
chihiro,pink,0.05,ZSTD,chihiro,0.99784
chihiro,pink,0.05,LZ4,chihiro,0.99453
chihiro,pink,0.05,LZO,getitstarted,0.894076
chihiro,pink,0.05,SNAPPY,eyesclosed,0.87077
chihiro,pink,0.15,GZIP,chihiro,0.998376
chihiro,pink,0.15,BZIP2,chihiro,0.989013
chihiro,pink,0.15,LZMA,on1tonight,0.977286
chihiro,pink,0.15,ZSTD,chihiro,0.99784
chihiro,pink,0.15,LZ4,chihiro,0.99453
chihiro,pink,0.15,LZO,getitstarted,0.894076
chihiro,pink,0.15,SNAPPY,eyesclosed,0.87077
chihiro,pink,0.1,GZIP,chihiro,0.998376
chihiro,pink,0.1,BZIP2,chihiro,0.989013
chihiro,pink,0.1,LZMA,on1tonight,0.977286
chihiro,pink,0.1,ZSTD,chihiro,0.99784
chihiro,pink,0.1,LZ4,chihiro,0.99453
chihiro,pink,0.1,LZO,getitstarted,0.894076
chihiro,pink,0.1,SNAPPY,eyesclosed,0.87077
chihiro,pink,0.25,GZIP,chihiro,0.998376
chihiro,pink,0.25,BZIP2,chihiro,0.989013
chihiro,pink,0.25,LZMA,on1tonight,0.977286
chihiro,pink,0.25,ZSTD,chihiro,0.99784
chihiro,pink,0.25,LZ4,chihiro,0.99453
chihiro,pink,0.25,LZO,getitstarted,0.894076
chihiro,pink,0.25,SNAPPY,eyesclosed,0.87077
chihiro,pink,0.2,GZIP,chihiro,0.998376
chihiro,pink,0.2,BZIP2,chihiro,0.989013
chihiro,pink,0.2,LZMA,on1tonight,0.977286
chihiro,pink,0.2,ZSTD,chihiro,0.99784
chihiro,pink,0.2,LZ4,chihiro,0.99453
chihiro,pink,0.2,LZO,getitstarted,0.894076
chihiro,pink,0.2,SNAPPY,eyesclosed,0.87077
chihiro,white,0.05,GZIP,chihiro,0.998376
chihiro,white,0.05,BZIP2,chihiro,0.989013
chihiro,white,0.05,LZMA,on1tonight,0.977286
chihiro,white,0.05,ZSTD,chihiro,0.99784
chihiro,white,0.05,LZ4,chihiro,0.99453
chihiro,white,0.05,LZO,getitstarted,0.894076
chihiro,white,0.05,SNAPPY,eyesclosed,0.87077
chihiro,white,0.15,GZIP,chihiro,0.998376
chihiro,white,0.15,BZIP2,chihiro,0.989013
chihiro,white,0.15,LZMA,on1tonight,0.977286
chihiro,white,0.15,ZSTD,chihiro,0.99784
chihiro,white,0.15,LZ4,chihiro,0.99453
chihiro,white,0.15,LZO,getitstarted,0.894076
chihiro,white,0.15,SNAPPY,eyesclosed,0.87077
chihiro,white,0.1,GZIP,chihiro,0.998376
chihiro,white,0.1,BZIP2,chihiro,0.989013
chihiro,white,0.1,LZMA,on1tonight,0.977286
chihiro,white,0.1,ZSTD,chihiro,0.99784
chihiro,white,0.1,LZ4,chihiro,0.99453
chihiro,white,0.1,LZO,getitstarted,0.894076
chihiro,white,0.1,SNAPPY,eyesclosed,0.87077
chihiro,white,0.25,GZIP,chihiro,0.998376
chihiro,white,0.25,BZIP2,chihiro,0.989013
chihiro,white,0.25,LZMA,on1tonight,0.977286
chihiro,white,0.25,ZSTD,chihiro,0.99784
chihiro,white,0.25,LZ4,chihiro,0.99453
chihiro,white,0.25,LZO,getitstarted,0.894076
chihiro,white,0.25,SNAPPY,eyesclosed,0.87077
chihiro,white,0.2,GZIP,chihiro,0.998376
chihiro,white,0.2,BZIP2,chihiro,0.989013
chihiro,white,0.2,LZMA,on1tonight,0.977286
chihiro,white,0.2,ZSTD,chihiro,0.99784
chihiro,white,0.2,LZ4,chihiro,0.99453
chihiro,white,0.2,LZO,getitstarted,0.894076
chihiro,white,0.2,SNAPPY,eyesclosed,0.87077
dark,brown,0.05,GZIP,dark,0.997073
dark,brown,0.05,BZIP2,dark,0.989705
dark,brown,0.05,LZMA,on1tonight,0.981261
dark,brown,0.05,ZSTD,dark,0.993624
dark,brown,0.05,LZ4,dark,0.992211
dark,brown,0.05,LZO,heaventome,0.913846
dark,brown,0.05,SNAPPY,eyesclosed,0.891518
dark,brown,0.15,GZIP,dark,0.997073
dark,brown,0.15,BZIP2,dark,0.989705
dark,brown,0.15,LZMA,on1tonight,0.981261
dark,brown,0.15,ZSTD,dark,0.993624
dark,brown,0.15,LZ4,dark,0.992211
dark,brown,0.15,LZO,heaventome,0.913846
dark,brown,0.15,SNAPPY,eyesclosed,0.891518
dark,brown,0.1,GZIP,dark,0.997073
dark,brown,0.1,BZIP2,dark,0.989705
dark,brown,0.1,LZMA,on1tonight,0.981261
dark,brown,0.1,ZSTD,dark,0.993624
dark,brown,0.1,LZ4,dark,0.992211
dark,brown,0.1,LZO,heaventome,0.913846
dark,brown,0.1,SNAPPY,eyesclosed,0.891518
dark,brown,0.25,GZIP,dark,0.997073
dark,brown,0.25,BZIP2,dark,0.989705
dark,brown,0.25,LZMA,on1tonight,0.981261
dark,brown,0.25,ZSTD,dark,0.993624
dark,brown,0.25,LZ4,dark,0.992211
dark,brown,0.25,LZO,heaventome,0.913846
dark,brown,0.25,SNAPPY,eyesclosed,0.891518
dark,brown,0.2,GZIP,dark,0.997073
dark,brown,0.2,BZIP2,dark,0.989705
dark,brown,0.2,LZMA,on1tonight,0.981261
dark,brown,0.2,ZSTD,dark,0.993624
dark,brown,0.2,LZ4,dark,0.992211
dark,brown,0.2,LZO,heaventome,0.913846
dark,brown,0.2,SNAPPY,eyesclosed,0.891518
dark,pink,0.05,GZIP,dark,0.997073
dark,pink,0.05,BZIP2,dark,0.989705
dark,pink,0.05,LZMA,on1tonight,0.981261
dark,pink,0.05,ZSTD,dark,0.993624
dark,pink,0.05,LZ4,dark,0.992211
dark,pink,0.05,LZO,heaventome,0.913846
dark,pink,0.05,SNAPPY,eyesclosed,0.891518
dark,pink,0.15,GZIP,dark,0.997073
dark,pink,0.15,BZIP2,dark,0.989705
dark,pink,0.15,LZMA,on1tonight,0.981261
dark,pink,0.15,ZSTD,dark,0.993624
dark,pink,0.15,LZ4,dark,0.992211
dark,pink,0.15,LZO,heaventome,0.913846
dark,pink,0.15,SNAPPY,eyesclosed,0.891518
dark,pink,0.1,GZIP,dark,0.997073
dark,pink,0.1,BZIP2,dark,0.989705
dark,pink,0.1,LZMA,on1tonight,0.981261
dark,pink,0.1,ZSTD,dark,0.993624
dark,pink,0.1,LZ4,dark,0.992211
dark,pink,0.1,LZO,heaventome,0.913846
dark,pink,0.1,SNAPPY,eyesclosed,0.891518
dark,pink,0.25,GZIP,dark,0.997073
dark,pink,0.25,BZIP2,dark,0.989705
dark,pink,0.25,LZMA,on1tonight,0.981261
dark,pink,0.25,ZSTD,dark,0.993624
dark,pink,0.25,LZ4,dark,0.992211
dark,pink,0.25,LZO,heaventome,0.913846
dark,pink,0.25,SNAPPY,eyesclosed,0.891518
dark,pink,0.2,GZIP,dark,0.997073
dark,pink,0.2,BZIP2,dark,0.989705
dark,pink,0.2,LZMA,on1tonight,0.981261
dark,pink,0.2,ZSTD,dark,0.993624
dark,pink,0.2,LZ4,dark,0.992211
dark,pink,0.2,LZO,heaventome,0.913846
dark,pink,0.2,SNAPPY,eyesclosed,0.891518
dark,white,0.05,GZIP,dark,0.997073
dark,white,0.05,BZIP2,dark,0.989705
dark,white,0.05,LZMA,on1tonight,0.981261
dark,white,0.05,ZSTD,dark,0.993624
dark,white,0.05,LZ4,dark,0.992211
dark,white,0.05,LZO,heaventome,0.913846
dark,white,0.05,SNAPPY,eyesclosed,0.891518
dark,white,0.15,GZIP,dark,0.997073
dark,white,0.15,BZIP2,dark,0.989705
dark,white,0.15,LZMA,on1tonight,0.981261
dark,white,0.15,ZSTD,dark,0.993624
dark,white,0.15,LZ4,dark,0.992211
dark,white,0.15,LZO,heaventome,0.913846
dark,white,0.15,SNAPPY,eyesclosed,0.891518
dark,white,0.1,GZIP,dark,0.997073
dark,white,0.1,BZIP2,dark,0.989705
dark,white,0.1,LZMA,on1tonight,0.981261
dark,white,0.1,ZSTD,dark,0.993624
dark,white,0.1,LZ4,dark,0.992211
dark,white,0.1,LZO,heaventome,0.913846
dark,white,0.1,SNAPPY,eyesclosed,0.891518
dark,white,0.25,GZIP,dark,0.997073
dark,white,0.25,BZIP2,dark,0.989705
dark,white,0.25,LZMA,on1tonight,0.981261
dark,white,0.25,ZSTD,dark,0.993624
dark,white,0.25,LZ4,dark,0.992211
dark,white,0.25,LZO,heaventome,0.913846
dark,white,0.25,SNAPPY,eyesclosed,0.891518
dark,white,0.2,GZIP,dark,0.997073
dark,white,0.2,BZIP2,dark,0.989705
dark,white,0.2,LZMA,on1tonight,0.981261
dark,white,0.2,ZSTD,dark,0.993624
dark,white,0.2,LZ4,dark,0.992211
dark,white,0.2,LZO,heaventome,0.913846
dark,white,0.2,SNAPPY,eyesclosed,0.891518
engate,brown,0.05,GZIP,feelgood,0.998587
engate,brown,0.05,BZIP2,engate,0.98891
engate,brown,0.05,LZMA,engate,0.980418
engate,brown,0.05,ZSTD,engate,0.999045
engate,brown,0.05,LZ4,f33llik3dyin,0.995545
engate,brown,0.05,LZO,eyesclosed,0.890364
engate,brown,0.05,SNAPPY,getitstarted,0.929579
engate,brown,0.15,GZIP,feelgood,0.998553
engate,brown,0.15,BZIP2,engate,0.989447
engate,brown,0.15,LZMA,on1tonight,0.980693
engate,brown,0.15,ZSTD,engate,0.999045
engate,brown,0.15,LZ4,1093,0.997277
engate,brown,0.15,LZO,eyesclosed,0.890317
engate,brown,0.15,SNAPPY,getitstarted,0.929579
engate,brown,0.1,GZIP,feelgood,0.998518
engate,brown,0.1,BZIP2,engate,0.989881
engate,brown,0.1,LZMA,on1tonight,0.981261
engate,brown,0.1,ZSTD,engate,0.999045
engate,brown,0.1,LZ4,1093,0.996689
engate,brown,0.1,LZO,eyesclosed,0.891201
engate,brown,0.1,SNAPPY,getitstarted,0.929147
engate,brown,0.25,GZIP,feelgood,0.998587
engate,brown,0.25,BZIP2,engate,0.98891
engate,brown,0.25,LZMA,engate,0.980418
engate,brown,0.25,ZSTD,engate,0.999045
engate,brown,0.25,LZ4,f33llik3dyin,0.995545
engate,brown,0.25,LZO,eyesclosed,0.890364
engate,brown,0.25,SNAPPY,getitstarted,0.929579
engate,brown,0.2,GZIP,feelgood,0.998587
engate,brown,0.2,BZIP2,engate,0.990214
engate,brown,0.2,LZMA,engate,0.980955
engate,brown,0.2,ZSTD,engate,0.99902
engate,brown,0.2,LZ4,f33llik3dyin,0.995545
engate,brown,0.2,LZO,eyesclosed,0.89041
engate,brown,0.2,SNAPPY,getitstarted,0.929579
engate,pink,0.05,GZIP,feelgood,0.998518
engate,pink,0.05,BZIP2,engate,0.989422
engate,pink,0.05,LZMA,engate,0.980553
engate,pink,0.05,ZSTD,engate,0.99907
engate,pink,0.05,LZ4,f33llik3dyin,0.997206
engate,pink,0.05,LZO,eyesclosed,0.890689
engate,pink,0.05,SNAPPY,getitstarted,0.929198
engate,pink,0.15,GZIP,feelgood,0.998518
engate,pink,0.15,BZIP2,engate,0.989677
engate,pink,0.15,LZMA,engate,0.981089
engate,pink,0.15,ZSTD,engate,0.99907
engate,pink,0.15,LZ4,engate,0.997225
engate,pink,0.15,LZO,eyesclosed,0.890759
engate,pink,0.15,SNAPPY,getitstarted,0.92963
engate,pink,0.1,GZIP,feelgood,0.998553
engate,pink,0.1,BZIP2,engate,0.990009
engate,pink,0.1,LZMA,engate,0.981357
engate,pink,0.1,ZSTD,engate,0.99907
engate,pink,0.1,LZ4,1093,0.997277
engate,pink,0.1,LZO,eyesclosed,0.890317
engate,pink,0.1,SNAPPY,getitstarted,0.929579
engate,pink,0.25,GZIP,feelgood,0.998553
engate,pink,0.25,BZIP2,engate,0.989243
engate,pink,0.25,LZMA,on1tonight,0.981829
engate,pink,0.25,ZSTD,engate,0.999045
engate,pink,0.25,LZ4,engate,0.997244
engate,pink,0.25,LZO,eyesclosed,0.890457
engate,pink,0.25,SNAPPY,getitstarted,0.929604
engate,pink,0.2,GZIP,feelgood,0.998553
engate,pink,0.2,BZIP2,engate,0.989754
engate,pink,0.2,LZMA,engate,0.980553
engate,pink,0.2,ZSTD,engate,0.99912
engate,pink,0.2,LZ4,engate,0.99738
engate,pink,0.2,LZO,eyesclosed,0.89048
engate,pink,0.2,SNAPPY,getitstarted,0.929579
engate,white,0.05,GZIP,feelgood,0.998518
engate,white,0.05,BZIP2,engate,0.989984
engate,white,0.05,LZMA,engate,0.98015
engate,white,0.05,ZSTD,engate,0.99897
engate,white,0.05,LZ4,engate,0.997302
engate,white,0.05,LZO,eyesclosed,0.890341
engate,white,0.05,SNAPPY,getitstarted,0.929579
engate,white,0.15,GZIP,feelgood,0.998553
engate,white,0.15,BZIP2,engate,0.989549
engate,white,0.15,LZMA,engate,0.981223
engate,white,0.15,ZSTD,engate,0.998995
engate,white,0.15,LZ4,engate,0.997322
engate,white,0.15,LZO,eyesclosed,0.890457
engate,white,0.15,SNAPPY,getitstarted,0.929604
engate,white,0.1,GZIP,feelgood,0.998518
engate,white,0.1,BZIP2,engate,0.989728
engate,white,0.1,LZMA,engate,0.98176
engate,white,0.1,ZSTD,engate,0.998995
engate,white,0.1,LZ4,engate,0.997225
engate,white,0.1,LZO,eyesclosed,0.890713
engate,white,0.1,SNAPPY,getitstarted,0.92963
engate,white,0.25,GZIP,feelgood,0.998553
engate,white,0.25,BZIP2,engate,0.989549
engate,white,0.25,LZMA,engate,0.981223
engate,white,0.25,ZSTD,engate,0.998995
engate,white,0.25,LZ4,engate,0.997322
engate,white,0.25,LZO,eyesclosed,0.890457
engate,white,0.25,SNAPPY,getitstarted,0.929604
engate,white,0.2,GZIP,feelgood,0.998518
engate,white,0.2,BZIP2,engate,0.989984
engate,white,0.2,LZMA,engate,0.98015
engate,white,0.2,ZSTD,engate,0.99897
engate,white,0.2,LZ4,engate,0.997302
engate,white,0.2,LZO,eyesclosed,0.890341
engate,white,0.2,SNAPPY,getitstarted,0.929579
eyesclosed,brown,0.05,GZIP,eyesclosed,0.995184
eyesclosed,brown,0.05,BZIP2,eyesclosed,0.991583
eyesclosed,brown,0.05,LZMA,on1tonight,0.978421
eyesclosed,brown,0.05,ZSTD,eyesclosed,0.995477
eyesclosed,brown,0.05,LZ4,eyesclosed,0.993433
eyesclosed,brown,0.05,LZO,eyesclosed,0.853725
eyesclosed,brown,0.05,SNAPPY,eyesclosed,0.869509
eyesclosed,brown,0.15,GZIP,eyesclosed,0.995184
eyesclosed,brown,0.15,BZIP2,eyesclosed,0.991583
eyesclosed,brown,0.15,LZMA,on1tonight,0.978421
eyesclosed,brown,0.15,ZSTD,eyesclosed,0.995477
eyesclosed,brown,0.15,LZ4,eyesclosed,0.993433
eyesclosed,brown,0.15,LZO,eyesclosed,0.853725
eyesclosed,brown,0.15,SNAPPY,eyesclosed,0.869509
eyesclosed,brown,0.1,GZIP,eyesclosed,0.995184
eyesclosed,brown,0.1,BZIP2,eyesclosed,0.991583
eyesclosed,brown,0.1,LZMA,on1tonight,0.978421
eyesclosed,brown,0.1,ZSTD,eyesclosed,0.995477
eyesclosed,brown,0.1,LZ4,eyesclosed,0.993433
eyesclosed,brown,0.1,LZO,eyesclosed,0.853725
eyesclosed,brown,0.1,SNAPPY,eyesclosed,0.869509
eyesclosed,brown,0.25,GZIP,eyesclosed,0.995184
eyesclosed,brown,0.25,BZIP2,eyesclosed,0.991583
eyesclosed,brown,0.25,LZMA,on1tonight,0.978421
eyesclosed,brown,0.25,ZSTD,eyesclosed,0.995477
eyesclosed,brown,0.25,LZ4,eyesclosed,0.993433
eyesclosed,brown,0.25,LZO,eyesclosed,0.853725
eyesclosed,brown,0.25,SNAPPY,eyesclosed,0.869509
eyesclosed,brown,0.2,GZIP,eyesclosed,0.995184
eyesclosed,brown,0.2,BZIP2,eyesclosed,0.991583
eyesclosed,brown,0.2,LZMA,on1tonight,0.978421
eyesclosed,brown,0.2,ZSTD,eyesclosed,0.995477
eyesclosed,brown,0.2,LZ4,eyesclosed,0.993433
eyesclosed,brown,0.2,LZO,eyesclosed,0.853725
eyesclosed,brown,0.2,SNAPPY,eyesclosed,0.869509
eyesclosed,pink,0.05,GZIP,eyesclosed,0.995184
eyesclosed,pink,0.05,BZIP2,eyesclosed,0.991583
eyesclosed,pink,0.05,LZMA,on1tonight,0.978421
eyesclosed,pink,0.05,ZSTD,eyesclosed,0.995477
eyesclosed,pink,0.05,LZ4,eyesclosed,0.993433
eyesclosed,pink,0.05,LZO,eyesclosed,0.853725
eyesclosed,pink,0.05,SNAPPY,eyesclosed,0.869509
eyesclosed,pink,0.15,GZIP,eyesclosed,0.995184
eyesclosed,pink,0.15,BZIP2,eyesclosed,0.991583
eyesclosed,pink,0.15,LZMA,on1tonight,0.978421
eyesclosed,pink,0.15,ZSTD,eyesclosed,0.995477
eyesclosed,pink,0.15,LZ4,eyesclosed,0.993433
eyesclosed,pink,0.15,LZO,eyesclosed,0.853725
eyesclosed,pink,0.15,SNAPPY,eyesclosed,0.869509
eyesclosed,pink,0.1,GZIP,eyesclosed,0.995184
eyesclosed,pink,0.1,BZIP2,eyesclosed,0.991583
eyesclosed,pink,0.1,LZMA,on1tonight,0.978421
eyesclosed,pink,0.1,ZSTD,eyesclosed,0.995477
eyesclosed,pink,0.1,LZ4,eyesclosed,0.993433
eyesclosed,pink,0.1,LZO,eyesclosed,0.853725
eyesclosed,pink,0.1,SNAPPY,eyesclosed,0.869509
eyesclosed,pink,0.25,GZIP,eyesclosed,0.995184
eyesclosed,pink,0.25,BZIP2,eyesclosed,0.991583
eyesclosed,pink,0.25,LZMA,on1tonight,0.978421
eyesclosed,pink,0.25,ZSTD,eyesclosed,0.995477
eyesclosed,pink,0.25,LZ4,eyesclosed,0.993433
eyesclosed,pink,0.25,LZO,eyesclosed,0.853725
eyesclosed,pink,0.25,SNAPPY,eyesclosed,0.869509
eyesclosed,pink,0.2,GZIP,eyesclosed,0.995184
eyesclosed,pink,0.2,BZIP2,eyesclosed,0.991583
eyesclosed,pink,0.2,LZMA,on1tonight,0.978421
eyesclosed,pink,0.2,ZSTD,eyesclosed,0.995477
eyesclosed,pink,0.2,LZ4,eyesclosed,0.993433
eyesclosed,pink,0.2,LZO,eyesclosed,0.853725
eyesclosed,pink,0.2,SNAPPY,eyesclosed,0.869509
eyesclosed,white,0.05,GZIP,eyesclosed,0.995184
eyesclosed,white,0.05,BZIP2,eyesclosed,0.991583
eyesclosed,white,0.05,LZMA,on1tonight,0.978421
eyesclosed,white,0.05,ZSTD,eyesclosed,0.995477
eyesclosed,white,0.05,LZ4,eyesclosed,0.993433
eyesclosed,white,0.05,LZO,eyesclosed,0.853725
eyesclosed,white,0.05,SNAPPY,eyesclosed,0.869509
eyesclosed,white,0.15,GZIP,eyesclosed,0.995184
eyesclosed,white,0.15,BZIP2,eyesclosed,0.991583
eyesclosed,white,0.15,LZMA,on1tonight,0.978421
eyesclosed,white,0.15,ZSTD,eyesclosed,0.995477
eyesclosed,white,0.15,LZ4,eyesclosed,0.993433
eyesclosed,white,0.15,LZO,eyesclosed,0.853725
eyesclosed,white,0.15,SNAPPY,eyesclosed,0.869509
eyesclosed,white,0.1,GZIP,eyesclosed,0.995184
eyesclosed,white,0.1,BZIP2,eyesclosed,0.991583
eyesclosed,white,0.1,LZMA,on1tonight,0.978421
eyesclosed,white,0.1,ZSTD,eyesclosed,0.995477
eyesclosed,white,0.1,LZ4,eyesclosed,0.993433
eyesclosed,white,0.1,LZO,eyesclosed,0.853725
eyesclosed,white,0.1,SNAPPY,eyesclosed,0.869509
eyesclosed,white,0.25,GZIP,eyesclosed,0.995184
eyesclosed,white,0.25,BZIP2,eyesclosed,0.991583
eyesclosed,white,0.25,LZMA,on1tonight,0.978421
eyesclosed,white,0.25,ZSTD,eyesclosed,0.995477
eyesclosed,white,0.25,LZ4,eyesclosed,0.993433
eyesclosed,white,0.25,LZO,eyesclosed,0.853725
eyesclosed,white,0.25,SNAPPY,eyesclosed,0.869509
eyesclosed,white,0.2,GZIP,eyesclosed,0.995184
eyesclosed,white,0.2,BZIP2,eyesclosed,0.991583
eyesclosed,white,0.2,LZMA,on1tonight,0.978421
eyesclosed,white,0.2,ZSTD,eyesclosed,0.995477
eyesclosed,white,0.2,LZ4,eyesclosed,0.993433
eyesclosed,white,0.2,LZO,eyesclosed,0.853725
eyesclosed,white,0.2,SNAPPY,eyesclosed,0.869509
f33llik3dyin,brown,0.05,GZIP,f33llik3dyin,0.984733
f33llik3dyin,brown,0.05,BZIP2,f33llik3dyin,0.969646
f33llik3dyin,brown,0.05,LZMA,f33llik3dyin,0.96079
f33llik3dyin,brown,0.05,ZSTD,f33llik3dyin,0.981298
f33llik3dyin,brown,0.05,LZ4,f33llik3dyin,0.987932
f33llik3dyin,brown,0.05,LZO,eyesclosed,0.866907
f33llik3dyin,brown,0.05,SNAPPY,eyesclosed,0.872964
f33llik3dyin,brown,0.15,GZIP,f33llik3dyin,0.984671
f33llik3dyin,brown,0.15,BZIP2,f33llik3dyin,0.970581
f33llik3dyin,brown,0.15,LZMA,f33llik3dyin,0.961085
f33llik3dyin,brown,0.15,ZSTD,f33llik3dyin,0.981298
f33llik3dyin,brown,0.15,LZ4,f33llik3dyin,0.988013
f33llik3dyin,brown,0.15,LZO,eyesclosed,0.866907
f33llik3dyin,brown,0.15,SNAPPY,eyesclosed,0.872964
f33llik3dyin,brown,0.1,GZIP,f33llik3dyin,0.984733
f33llik3dyin,brown,0.1,BZIP2,f33llik3dyin,0.969646
f33llik3dyin,brown,0.1,LZMA,f33llik3dyin,0.96079
f33llik3dyin,brown,0.1,ZSTD,f33llik3dyin,0.981298
f33llik3dyin,brown,0.1,LZ4,f33llik3dyin,0.987932
f33llik3dyin,brown,0.1,LZO,eyesclosed,0.866907
f33llik3dyin,brown,0.1,SNAPPY,eyesclosed,0.872964
f33llik3dyin,brown,0.25,GZIP,f33llik3dyin,0.984733
f33llik3dyin,brown,0.25,BZIP2,f33llik3dyin,0.969646
f33llik3dyin,brown,0.25,LZMA,f33llik3dyin,0.96079
f33llik3dyin,brown,0.25,ZSTD,f33llik3dyin,0.981298
f33llik3dyin,brown,0.25,LZ4,f33llik3dyin,0.987932
f33llik3dyin,brown,0.25,LZO,eyesclosed,0.866907
f33llik3dyin,brown,0.25,SNAPPY,eyesclosed,0.872964
f33llik3dyin,brown,0.2,GZIP,f33llik3dyin,0.984733
f33llik3dyin,brown,0.2,BZIP2,f33llik3dyin,0.969646
f33llik3dyin,brown,0.2,LZMA,f33llik3dyin,0.96079
f33llik3dyin,brown,0.2,ZSTD,f33llik3dyin,0.981298
f33llik3dyin,brown,0.2,LZ4,f33llik3dyin,0.987932
f33llik3dyin,brown,0.2,LZO,eyesclosed,0.866907
f33llik3dyin,brown,0.2,SNAPPY,eyesclosed,0.872964
f33llik3dyin,pink,0.05,GZIP,f33llik3dyin,0.984733
f33llik3dyin,pink,0.05,BZIP2,f33llik3dyin,0.97002
f33llik3dyin,pink,0.05,LZMA,f33llik3dyin,0.96079
f33llik3dyin,pink,0.05,ZSTD,f33llik3dyin,0.981187
f33llik3dyin,pink,0.05,LZ4,f33llik3dyin,0.987972
f33llik3dyin,pink,0.05,LZO,eyesclosed,0.866907
f33llik3dyin,pink,0.05,SNAPPY,eyesclosed,0.872964
f33llik3dyin,pink,0.15,GZIP,f33llik3dyin,0.984671
f33llik3dyin,pink,0.15,BZIP2,f33llik3dyin,0.970581
f33llik3dyin,pink,0.15,LZMA,f33llik3dyin,0.961085
f33llik3dyin,pink,0.15,ZSTD,f33llik3dyin,0.981298
f33llik3dyin,pink,0.15,LZ4,f33llik3dyin,0.988013
f33llik3dyin,pink,0.15,LZO,eyesclosed,0.866907
f33llik3dyin,pink,0.15,SNAPPY,eyesclosed,0.872964
f33llik3dyin,pink,0.1,GZIP,f33llik3dyin,0.984733
f33llik3dyin,pink,0.1,BZIP2,f33llik3dyin,0.97002
f33llik3dyin,pink,0.1,LZMA,f33llik3dyin,0.96079
f33llik3dyin,pink,0.1,ZSTD,f33llik3dyin,0.981187
f33llik3dyin,pink,0.1,LZ4,f33llik3dyin,0.987972
f33llik3dyin,pink,0.1,LZO,eyesclosed,0.866907
f33llik3dyin,pink,0.1,SNAPPY,eyesclosed,0.872964
f33llik3dyin,pink,0.25,GZIP,f33llik3dyin,0.984671
f33llik3dyin,pink,0.25,BZIP2,f33llik3dyin,0.970581
f33llik3dyin,pink,0.25,LZMA,f33llik3dyin,0.961085
f33llik3dyin,pink,0.25,ZSTD,f33llik3dyin,0.981298
f33llik3dyin,pink,0.25,LZ4,f33llik3dyin,0.988013
f33llik3dyin,pink,0.25,LZO,eyesclosed,0.866907
f33llik3dyin,pink,0.25,SNAPPY,eyesclosed,0.872964
f33llik3dyin,pink,0.2,GZIP,f33llik3dyin,0.984671
f33llik3dyin,pink,0.2,BZIP2,f33llik3dyin,0.970581
f33llik3dyin,pink,0.2,LZMA,f33llik3dyin,0.961085
f33llik3dyin,pink,0.2,ZSTD,f33llik3dyin,0.981298
f33llik3dyin,pink,0.2,LZ4,f33llik3dyin,0.988013
f33llik3dyin,pink,0.2,LZO,eyesclosed,0.866907
f33llik3dyin,pink,0.2,SNAPPY,eyesclosed,0.872964
f33llik3dyin,white,0.05,GZIP,f33llik3dyin,0.984733
f33llik3dyin,white,0.05,BZIP2,f33llik3dyin,0.969646
f33llik3dyin,white,0.05,LZMA,f33llik3dyin,0.96079
f33llik3dyin,white,0.05,ZSTD,f33llik3dyin,0.981298
f33llik3dyin,white,0.05,LZ4,f33llik3dyin,0.987932
f33llik3dyin,white,0.05,LZO,eyesclosed,0.866907
f33llik3dyin,white,0.05,SNAPPY,eyesclosed,0.872964
f33llik3dyin,white,0.15,GZIP,f33llik3dyin,0.984733
f33llik3dyin,white,0.15,BZIP2,f33llik3dyin,0.969646
f33llik3dyin,white,0.15,LZMA,f33llik3dyin,0.96079
f33llik3dyin,white,0.15,ZSTD,f33llik3dyin,0.981298
f33llik3dyin,white,0.15,LZ4,f33llik3dyin,0.987932
f33llik3dyin,white,0.15,LZO,eyesclosed,0.866907
f33llik3dyin,white,0.15,SNAPPY,eyesclosed,0.872964
f33llik3dyin,white,0.1,GZIP,f33llik3dyin,0.984733
f33llik3dyin,white,0.1,BZIP2,f33llik3dyin,0.969646
f33llik3dyin,white,0.1,LZMA,f33llik3dyin,0.96079
f33llik3dyin,white,0.1,ZSTD,f33llik3dyin,0.981298
f33llik3dyin,white,0.1,LZ4,f33llik3dyin,0.987932
f33llik3dyin,white,0.1,LZO,eyesclosed,0.866907
f33llik3dyin,white,0.1,SNAPPY,eyesclosed,0.872964
f33llik3dyin,white,0.25,GZIP,f33llik3dyin,0.984733
