Sample Name,Noise Type,Noise Intensity,Compressor,Result,Distance
cake,brown,0.1,LZO,getitstarted,0.889468
cake,brown,0.1,SNAPPY,please,0.926185
cake,brown,0.25,GZIP,cake,0.990954
cake,brown,0.25,BZIP2,cake,0.981822
cake,brown,0.25,LZMA,cake,0.972482
cake,brown,0.25,ZSTD,cake,0.986594
cake,brown,0.25,LZ4,cake,0.992281
cake,brown,0.25,LZO,getitstarted,0.889468
cake,brown,0.25,SNAPPY,please,0.926185
cake,brown,0.2,GZIP,cake,0.990954
cake,brown,0.2,BZIP2,cake,0.981822
cake,brown,0.2,LZMA,cake,0.972482
cake,brown,0.2,ZSTD,cake,0.986594
cake,brown,0.2,LZ4,cake,0.992281
cake,brown,0.2,LZO,getitstarted,0.889468
cake,brown,0.2,SNAPPY,please,0.926185
cake,pink,0.05,GZIP,cake,0.990954
cake,pink,0.05,BZIP2,cake,0.981822
cake,pink,0.05,LZMA,cake,0.972482
cake,pink,0.05,ZSTD,cake,0.986594
cake,pink,0.05,LZ4,cake,0.992281
cake,pink,0.05,LZO,getitstarted,0.889468
cake,pink,0.05,SNAPPY,please,0.926185
cake,pink,0.15,GZIP,cake,0.990954
cake,pink,0.15,BZIP2,cake,0.981822
cake,pink,0.15,LZMA,cake,0.972482
cake,pink,0.15,ZSTD,cake,0.986594
cake,pink,0.15,LZ4,cake,0.992281
cake,pink,0.15,LZO,getitstarted,0.889468
cake,pink,0.15,SNAPPY,please,0.926185
cake,pink,0.1,GZIP,cake,0.990954
cake,pink,0.1,BZIP2,cake,0.981822
cake,pink,0.1,LZMA,cake,0.972482
cake,pink,0.1,ZSTD,cake,0.986594
cake,pink,0.1,LZ4,cake,0.992281
cake,pink,0.1,LZO,getitstarted,0.889468
cake,pink,0.1,SNAPPY,please,0.926185
cake,pink,0.25,GZIP,cake,0.990954
cake,pink,0.25,BZIP2,cake,0.981822
cake,pink,0.25,LZMA,cake,0.972482
cake,pink,0.25,ZSTD,cake,0.986594
cake,pink,0.25,LZ4,cake,0.992281
cake,pink,0.25,LZO,getitstarted,0.889468
cake,pink,0.25,SNAPPY,please,0.926185
cake,pink,0.2,GZIP,cake,0.990954
cake,pink,0.2,BZIP2,cake,0.981822
cake,pink,0.2,LZMA,cake,0.972482
cake,pink,0.2,ZSTD,cake,0.986594
cake,pink,0.2,LZ4,cake,0.992281
cake,pink,0.2,LZO,getitstarted,0.889468
cake,pink,0.2,SNAPPY,please,0.926185
cake,white,0.05,GZIP,cake,0.990954
cake,white,0.05,BZIP2,cake,0.981822
cake,white,0.05,LZMA,cake,0.972482
cake,white,0.05,ZSTD,cake,0.986594
cake,white,0.05,LZ4,cake,0.992281
cake,white,0.05,LZO,getitstarted,0.889468
cake,white,0.05,SNAPPY,please,0.926185
cake,white,0.15,GZIP,cake,0.990954
cake,white,0.15,BZIP2,cake,0.981822
cake,white,0.15,LZMA,cake,0.972482
cake,white,0.15,ZSTD,cake,0.986594
cake,white,0.15,LZ4,cake,0.992281
cake,white,0.15,LZO,getitstarted,0.889468
cake,white,0.15,SNAPPY,please,0.926185
cake,white,0.1,GZIP,cake,0.990954
cake,white,0.1,BZIP2,cake,0.981822
cake,white,0.1,LZMA,cake,0.972482
cake,white,0.1,ZSTD,cake,0.986594
cake,white,0.1,LZ4,cake,0.992281
cake,white,0.1,LZO,getitstarted,0.889468
cake,white,0.1,SNAPPY,please,0.926185
cake,white,0.25,GZIP,cake,0.990954
cake,white,0.25,BZIP2,cake,0.981822
cake,white,0.25,LZMA,cake,0.972482
cake,white,0.25,ZSTD,cake,0.986594
cake,white,0.25,LZ4,cake,0.992281
cake,white,0.25,LZO,getitstarted,0.889468
cake,white,0.25,SNAPPY,please,0.926185
cake,white,0.2,GZIP,cake,0.990954
cake,white,0.2,BZIP2,cake,0.981822
cake,white,0.2,LZMA,cake,0.972482
cake,white,0.2,ZSTD,cake,0.986594
cake,white,0.2,LZ4,cake,0.992281
cake,white,0.2,LZO,getitstarted,0.889468
cake,white,0.2,SNAPPY,please,0.926185
chelas,brown,0.05,GZIP,chelas,0.99822
chelas,brown,0.05,BZIP2,chelas,0.98756
chelas,brown,0.05,LZMA,on1tonight,0.978421
chelas,brown,0.05,ZSTD,chelas,0.994604
chelas,brown,0.05,LZ4,chelas,0.99298
chelas,brown,0.05,LZO,heaventome,0.905051
chelas,brown,0.05,SNAPPY,eyesclosed,0.887644
chelas,brown,0.15,GZIP,chelas,0.99822
chelas,brown,0.15,BZIP2,chelas,0.98756
chelas,brown,0.15,LZMA,on1tonight,0.978421
chelas,brown,0.15,ZSTD,chelas,0.994604
chelas,brown,0.15,LZ4,chelas,0.99298
chelas,brown,0.15,LZO,heaventome,0.905051
chelas,brown,0.15,SNAPPY,eyesclosed,0.887644
chelas,brown,0.1,GZIP,chelas,0.99822
chelas,brown,0.1,BZIP2,chelas,0.98756
chelas,brown,0.1,LZMA,on1tonight,0.978421
chelas,brown,0.1,ZSTD,chelas,0.994604
chelas,brown,0.1,LZ4,chelas,0.99298
chelas,brown,0.1,LZO,heaventome,0.905051
chelas,brown,0.1,SNAPPY,eyesclosed,0.887644
chelas,brown,0.25,GZIP,chelas,0.99822
chelas,brown,0.25,BZIP2,chelas,0.98756
chelas,brown,0.25,LZMA,on1tonight,0.978421
chelas,brown,0.25,ZSTD,chelas,0.994604
chelas,brown,0.25,LZ4,chelas,0.99298
chelas,brown,0.25,LZO,heaventome,0.905051
chelas,brown,0.25,SNAPPY,eyesclosed,0.887644
chelas,brown,0.2,GZIP,chelas,0.99822
chelas,brown,0.2,BZIP2,chelas,0.98756
chelas,brown,0.2,LZMA,on1tonight,0.978421
chelas,brown,0.2,ZSTD,chelas,0.994604
chelas,brown,0.2,LZ4,chelas,0.99298
chelas,brown,0.2,LZO,heaventome,0.905051
chelas,brown,0.2,SNAPPY,eyesclosed,0.887644
chelas,pink,0.05,GZIP,chelas,0.99822
chelas,pink,0.05,BZIP2,chelas,0.98756
chelas,pink,0.05,LZMA,on1tonight,0.978421
chelas,pink,0.05,ZSTD,chelas,0.994604
chelas,pink,0.05,LZ4,chelas,0.99298
chelas,pink,0.05,LZO,heaventome,0.905051
chelas,pink,0.05,SNAPPY,eyesclosed,0.887644
chelas,pink,0.15,GZIP,chelas,0.99822
chelas,pink,0.15,BZIP2,chelas,0.98756
chelas,pink,0.15,LZMA,on1tonight,0.978421
chelas,pink,0.15,ZSTD,chelas,0.994604
chelas,pink,0.15,LZ4,chelas,0.99298
chelas,pink,0.15,LZO,heaventome,0.905051
chelas,pink,0.15,SNAPPY,eyesclosed,0.887644
chelas,pink,0.1,GZIP,chelas,0.99822
chelas,pink,0.1,BZIP2,chelas,0.98756
chelas,pink,0.1,LZMA,on1tonight,0.978421
chelas,pink,0.1,ZSTD,chelas,0.994604
chelas,pink,0.1,LZ4,chelas,0.99298
chelas,pink,0.1,LZO,heaventome,0.905051
chelas,pink,0.1,SNAPPY,eyesclosed,0.887644
chelas,pink,0.25,GZIP,chelas,0.99822
chelas,pink,0.25,BZIP2,chelas,0.98756
chelas,pink,0.25,LZMA,on1tonight,0.978421
chelas,pink,0.25,ZSTD,chelas,0.994604
chelas,pink,0.25,LZ4,chelas,0.99298
chelas,pink,0.25,LZO,heaventome,0.905051
chelas,pink,0.25,SNAPPY,eyesclosed,0.887644
chelas,pink,0.2,GZIP,chelas,0.99822
chelas,pink,0.2,BZIP2,chelas,0.98756
chelas,pink,0.2,LZMA,on1tonight,0.978421
chelas,pink,0.2,ZSTD,chelas,0.994604
chelas,pink,0.2,LZ4,chelas,0.99298
chelas,pink,0.2,LZO,heaventome,0.905051
chelas,pink,0.2,SNAPPY,eyesclosed,0.887644
chelas,white,0.05,GZIP,chelas,0.99822
chelas,white,0.05,BZIP2,chelas,0.98756
chelas,white,0.05,LZMA,on1tonight,0.978421
chelas,white,0.05,ZSTD,chelas,0.994604
chelas,white,0.05,LZ4,chelas,0.99298
chelas,white,0.05,LZO,heaventome,0.905051
chelas,white,0.05,SNAPPY,eyesclosed,0.887644
chelas,white,0.15,GZIP,chelas,0.99822
chelas,white,0.15,BZIP2,chelas,0.98756
chelas,white,0.15,LZMA,on1tonight,0.978421
chelas,white,0.15,ZSTD,chelas,0.994604
chelas,white,0.15,LZ4,chelas,0.99298
chelas,white,0.15,LZO,heaventome,0.905051
chelas,white,0.15,SNAPPY,eyesclosed,0.887644
chelas,white,0.1,GZIP,chelas,0.99822
chelas,white,0.1,BZIP2,chelas,0.98756
chelas,white,0.1,LZMA,on1tonight,0.978421
chelas,white,0.1,ZSTD,chelas,0.994604
chelas,white,0.1,LZ4,chelas,0.99298
chelas,white,0.1,LZO,heaventome,0.905051
chelas,white,0.1,SNAPPY,eyesclosed,0.887644
chelas,white,0.25,GZIP,chelas,0.99822
chelas,white,0.25,BZIP2,chelas,0.98756
chelas,white,0.25,LZMA,on1tonight,0.978421
chelas,white,0.25,ZSTD,chelas,0.994604
chelas,white,0.25,LZ4,chelas,0.99298
chelas,white,0.25,LZO,heaventome,0.905051
chelas,white,0.25,SNAPPY,eyesclosed,0.887644
chelas,white,0.2,GZIP,chelas,0.99822
chelas,white,0.2,BZIP2,chelas,0.98756
chelas,white,0.2,LZMA,on1tonight,0.978421
chelas,white,0.2,ZSTD,chelas,0.994604
chelas,white,0.2,LZ4,chelas,0.99298
chelas,white,0.2,LZO,heaventome,0.905051
chelas,white,0.2,SNAPPY,eyesclosed,0.887644
chihiro,brown,0.05,GZIP,chihiro,0.998376
chihiro,brown,0.05,BZIP2,chihiro,0.989013
chihiro,brown,0.05,LZMA,on1tonight,0.977286
chihiro,brown,0.05,ZSTD,chihiro,0.99784
chihiro,brown,0.05,LZ4,chihiro,0.99453
chihiro,brown,0.05,LZO,getitstarted,0.894076
chihiro,brown,0.05,SNAPPY,eyesclosed,0.87077
chihiro,brown,0.15,GZIP,chihiro,0.998376
chihiro,brown,0.15,BZIP2,chihiro,0.989013
chihiro,brown,0.15,LZMA,on1tonight,0.977286
chihiro,brown,0.15,ZSTD,chihiro,0.99784
chihiro,brown,0.15,LZ4,chihiro,0.99453
chihiro,brown,0.15,LZO,getitstarted,0.894076
chihiro,brown,0.15,SNAPPY,eyesclosed,0.87077
chihiro,brown,0.1,GZIP,chihiro,0.998376
chihiro,brown,0.1,BZIP2,chihiro,0.989013
chihiro,brown,0.1,LZMA,on1tonight,0.977286
chihiro,brown,0.1,ZSTD,chihiro,0.99784
chihiro,brown,0.1,LZ4,chihiro,0.99453
